"","x"
"2146",55149
"2147",4904
"2148",79755
"2149",9783
"2150",140578
"2151",8934
"2152",56833
"2153",8906
"2154",64787
"2155",79269
"2156",3909
"2157",79641
"2158",9025
"2159",972
"2160",55102
"2161",6185
"2162",57711
"2163",7307
"2164",1266
"2165",5336
"2166",3689
"2167",81533
"2168",6938
"2169",133619
"2170",55071
"2171",10623
"2172",10461
"2173",6888
"2174",9733
"2175",23351
"2176",9023
"2177",4144
"2178",29761
"2179",51520
"2180",6832
"2181",100130449
"2182",6168
"2183",2982
"2184",51097
"2185",1376
"2186",56886
"2187",377
"2188",57187
"2189",3187
"2190",2624
"2191",51236
"2192",2326
"2193",9053
"2194",283638
"2195",1523
"2196",55596
"2197",54149
"2198",2050
"2199",60489
"2200",6237
"2201",6405
"2202",4853
"2203",22854
"2204",22976
"2205",537
"2206",7073
"2207",348110
"2208",11046
"2209",5090
"2210",4678
"2211",54927
"2212",22908
"2213",23637
"2214",710
"2215",6418
"2216",4149
"2217",81618
"2218",3572
"2219",441024
"2220",3430
"2221",27101
"2222",55110
"2223",80324
"2224",8614
"2225",23786
"2226",58494
"2227",23234
"2228",9258
"2229",29080
"2230",51337
"2231",23587
"2232",10475
"2233",51510
"2234",5985
"2235",288
"2236",101
"2237",51001
"2238",23545
"2239",53346
"2240",1503
"2241",79758
"2242",84193
"2243",27089
"2244",83988
"2245",7409
"2246",3710
"2247",694
"2248",9653
"2249",7411
"2250",9054
"2251",10171
"2252",29116
"2253",223
"2254",7355
"2255",8490
"2256",5253
"2257",2222
"2258",9969
"2259",51497
"2260",23518
"2261",9797
"2262",4522
"2263",10725
"2264",64778
"2265",54529
"2266",8572
"2267",64762
"2268",2115
"2269",1819
"2270",10791
"2271",3101
"2272",10523
"2273",79695
"2274",1632
"2275",5786
"2276",55752
"2277",57092
"2278",6482
"2279",51592
"2280",3779
"2281",3248
"2282",6210
"2283",26156
"2284",31
"2285",55319
"2286",11240
"2287",4883
"2288",51186
"2289",9852
"2290",27131
"2291",5298
"2292",4863
"2293",3588
"2294",9536
"2295",60493
"2296",442421
"2297",79003
"2298",116039
"2299",4919
"2300",51400
"2301",78990
"2302",9527
"2303",80833
"2304",10406
"2305",51026
"2306",4092
"2307",26190
"2308",23190
"2309",3491
"2310",1353
"2311",53635
"2312",26959
"2313",51167
"2314",7737
"2315",27229
"2316",5437
"2317",54556
"2318",51514
"2319",3475
"2320",22955
"2321",124152
"2322",3790
"2323",56937
"2324",10269
"2325",26036
"2326",4291
"2327",3106
"2328",56890
"2329",2280
"2330",51366
"2331",1910
"2332",9221
"2333",22823
"2334",11156
"2335",57102
"2336",55038
"2337",11224
"2338",55166
"2339",55094
"2340",58516
"2341",23493
"2342",9646
"2343",10419
"2344",57128
"2345",1857
"2346",4907
"2347",26502
"2348",55322
"2349",56654
"2350",5888
"2351",4680
"2352",10907
"2353",55312
"2354",10131
"2355",4211
"2356",5357
"2357",6401
"2358",50618
"2359",11044
"2360",25801
"2361",2052
"2362",29887
"2363",10061
"2364",51495
"2365",55323
"2366",8624
"2367",80007
"2368",1952
"2369",4131
"2370",489
"2371",2314
"2372",5579
"2373",58528
"2374",3162
"2375",64127
"2376",53829
"2377",10618
"2378",9354
"2379",10261
"2380",206358
"2381",23510
"2382",5214
"2383",7738
"2384",5266
"2385",51312
"2386",26043
"2387",2762
"2388",22980
"2389",10634
"2390",54458
"2391",11082
"2392",78996
"2393",55316
"2394",10982
"2395",3898
"2396",126231
"2397",659
"2398",6388
"2399",7341
"2400",7941
"2401",3420
"2402",4521
"2403",55208
"2404",3035
"2405",3820
"2406",9962
"2407",29855
"2408",140609
"2409",23230
"2410",57419
"2411",9399
"2412",51076
"2413",4208
"2414",8395
"2415",475
"2416",55620
"2417",400506
"2418",374291
"2419",57107
"2420",8942
"2421",79838
"2422",10051
"2423",191
"2424",5093
"2425",203068
"2426",51379
"2427",7542
"2428",26517
"2429",11060
"2430",51421
"2431",25839
"2432",79092
"2433",23108
"2434",23032
"2435",9806
"2436",7056
"2437",3030
"2438",8481
"2439",50854
"2440",55930
"2441",6392
"2442",8939
"2443",6252
"2444",6352
"2445",1540
"2446",9657
"2447",23389
"2448",25873
"2449",8573
"2450",382
"2451",4318
"2452",8697
"2453",5157
"2454",29909
"2455",9750
"2456",5810
"2457",274
"2458",890
"2459",26035
"2460",6635
"2461",116832
"2462",29992
"2463",55277
"2464",56139
"2465",79982
"2466",55739
"2467",6509
"2468",10653
"2469",7818
"2470",7791
"2471",8405
"2472",1234
"2473",6890
"2474",79767
"2475",51362
"2476",55332
"2477",3137
"2478",90865
"2479",10633
"2480",51455
"2481",10920
"2482",5052
"2483",8674
"2484",2731
"2485",7705
"2486",10237
"2487",4886
"2488",8323
"2489",2591
"2490",55188
"2491",6787
"2492",8087
"2493",58472
"2494",6897
"2495",1536
"2496",23080
"2497",3110
"2498",3613
"2499",28978
"2500",29923
"2501",10146
"2502",4151
"2503",3371
"2504",8971
"2505",53407
"2506",10656
"2507",5663
"2508",9061
"2509",7940
"2510",79983
"2511",10933
"2512",594
"2513",57447
"2514",4898
"2515",11339
"2516",390
"2517",51451
"2518",2521
"2519",6227
"2520",318
"2521",375346
"2522",2876
"2523",10488
"2524",8273
"2525",56902
"2526",5724
"2527",10578
"2528",80772
"2529",599
"2530",5289
"2531",4973
"2532",4548
"2533",1195
"2534",23299
"2535",9665
"2536",4644
"2537",8669
"2538",7052
"2539",10325
"2540",1956
"2541",5933
"2542",5586
"2543",3866
"2544",5891
"2545",23767
"2546",254394
"2547",2841
"2548",115
"2549",9026
"2550",10396
"2551",1959
"2552",23151
"2553",4833
"2554",64083
"2555",10257
"2556",26137
"2557",55852
"2558",30001
"2559",2281
"2560",4734
"2561",51465
"2562",57212
"2563",100272147
"2564",54758
"2565",8568
"2566",9276
"2567",6892
"2568",79631
"2569",11006
"2570",53373
"2571",54840
"2572",78999
"2573",8725
"2574",4261
"2575",4050
"2576",217
"2577",951
"2578",10227
"2579",905
"2580",51361
"2581",7923
"2582",9738
"2583",7043
"2584",4976
"2585",25805
"2586",5096
"2587",948
"2588",4824
"2589",7465
"2590",6421
"2591",79605
"2592",79589
"2593",7257
"2594",9682
"2595",54454
"2596",1951
"2597",10866
"2598",22809
"2599",80764
"2600",10826
"2601",11143
"2602",79689
"2603",64374
"2604",4696
"2605",5094
"2606",8625
"2607",55719
"2608",26123
"2609",22918
"2610",65244
"2611",9581
"2612",4052
"2613",51690
"2614",863
"2615",4692
"2616",115817
"2617",23433
"2618",8227
"2619",26057
"2620",202
"2621",22943
"2622",3654
"2623",10993
"2624",51762
"2625",339524
"2626",11309
"2627",79694
"2628",9934
"2629",23287
"2630",94081
"2631",2766
"2632",1059
"2633",4780
"2634",81627
"2635",9882
"2636",1780
"2637",57147
"2638",55619
"2639",9380
"2640",8493
"2641",292
"2642",56941
"2643",4005
"2644",5238
"2645",7059
"2646",351
"2647",9326
"2648",23161
"2649",55803
"2650",5209
"2651",10544
"2652",10775
"2653",865
"2654",80223
"2655",23670
"2656",5742
"2657",10924
"2658",10848
"2659",3849
"2660",9317
"2661",55585
"2662",1917
"2663",3716
"2664",3133
"2665",57103
"2666",23306
"2667",22950
"2668",705
"2669",51078
"2670",8664
"2671",6503
"2672",79581
"2673",5441
"2674",6590
"2675",26051
"2676",51761
"2677",23325
"2678",6208
"2679",2783
"2680",23481
"2681",993
"2682",9759
"2683",956
"2684",79692
"2685",10998
"2686",8542
"2687",25992
"2688",79713
"2689",11260
"2690",10422
"2691",65003
"2692",94134
"2693",6732
"2694",571
"2695",79154
"2696",332
"2697",875
"2698",51131
"2699",6304
"2700",10476
"2701",6692
"2702",5998
"2703",89910
"2704",1519
"2705",6402
"2706",56910
"2707",11072
"2708",54541
"2709",6206
"2710",6303
"2711",55355
"2712",23499
"2713",23328
"2714",63916
"2715",9938
"2716",4915
"2717",5320
"2718",3667
"2719",23176
"2720",55759
"2721",4288
"2722",3824
"2723",219333
"2724",79887
"2725",355
"2726",5048
"2727",64222
"2728",51304
"2729",60559
"2730",84909
"2731",80230
"2732",3426
"2733",8638
"2734",9689
"2735",7262
"2736",8336
"2737",55892
"2738",54498
"2739",9470
"2740",5832
"2741",23180
"2742",7852
"2743",81932
"2744",1048
"2745",1311
"2746",347733
"2747",8825
"2748",1363
"2749",23314
"2750",983
"2751",55030
"2752",84890
"2753",23392
"2754",56132
"2755",8125
"2756",6819
"2757",9976
"2758",100293516
"2759",3574
"2760",1075
"2761",10581
"2762",7169
"2763",29103
"2764",9688
"2765",4331
"2766",6594
"2767",55660
"2768",57493
"2769",4671
"2770",5274
"2771",27124
"2772",3107
"2773",5713
"2774",79664
"2775",79752
"2776",5590
"2777",80777
"2778",7289
"2779",55915
"2780",2203
"2781",23304
"2782",196441
"2783",11331
"2784",1968
"2785",81790
"2786",5355
"2787",11236
"2788",25825
"2789",7381
"2790",874
"2791",52
"2792",83452
"2793",259230
"2794",54862
"2795",83604
"2796",394
"2797",23197
"2798",26873
"2799",931
"2800",25778
"2801",94239
"2802",5230
"2803",91851
"2804",83989
"2805",27430
"2806",2030
"2807",9668
"2808",3073
"2809",84809
"2810",55831
"2811",57037
"2812",11167
"2813",3008
"2814",91647
"2815",7372
"2816",9710
"2817",4076
"2818",6778
"2819",9636
"2820",51330
"2821",54876
"2822",3683
"2823",5803
"2824",1455
"2825",550
"2826",9700
"2827",53343
"2828",3115
"2829",10229
"2830",51368
"2831",10436
"2832",79096
"2833",10314
"2834",6948
"2835",6683
"2836",641
"2837",2990
"2838",23405
"2839",27018
"2840",23564
"2841",10971
"2842",59307
"2843",6310
"2844",7045
"2845",1805
"2846",113146
"2847",55037
"2848",3575
"2849",2922
"2850",51125
"2851",23268
"2852",79366
"2853",9422
"2854",6138
"2855",23412
"2856",1398
"2857",771
"2858",6649
"2859",2697
"2860",595
"2861",7114
"2862",55161
"2863",4705
"2864",7084
"2865",3895
"2866",51430
"2867",91949
"2868",5734
"2869",5910
"2870",9355
"2871",5191
"2872",6697
"2873",54885
"2874",8878
"2875",10328
"2876",5696
"2877",55526
"2878",8417
"2879",3920
"2880",79693
"2881",64288
"2882",7386
"2883",3128
"2884",23254
"2885",55178
"2886",8438
"2887",3183
"2888",84900
"2889",26207
"2890",10962
"2891",10079
"2892",30836
"2893",5525
"2894",9580
"2895",6558
"2896",8533
"2897",1346
"2898",81606
"2899",10452
"2900",10940
"2901",3956
"2902",23379
"2903",2
"2904",9145
"2905",26060
"2906",55105
"2907",81930
"2908",10630
"2909",1861
"2910",293
"2911",5900
"2912",65990
"2913",55297
"2914",5178
"2915",1003
"2916",64895
"2917",9889
"2918",23185
"2919",64215
"2920",3797
"2921",2139
"2922",54583
"2923",6614
"2924",3796
"2925",10434
"2926",167227
"2927",6654
"2928",10693
"2929",655
"2930",23788
"2931",79029
"2932",7316
"2933",7756
"2934",695
"2935",22981
"2936",5293
"2937",10580
"2938",64121
"2939",6451
"2940",81931
"2941",55707
"2942",11118
"2943",6397
"2944",6672
"2945",373156
"2946",79612
"2947",64777
"2948",10190
"2949",6461
"2950",9391
"2951",908
"2952",23118
"2953",55616
"2954",8566
"2955",23089
"2956",10134
"2957",9367
"2958",57110
"2959",57396
"2960",54442
"2961",7048
"2962",833
"2963",4953
"2964",9052
"2965",64854
"2966",58497
"2967",55061
"2968",3267
"2969",664
"2970",51562
"2971",124565
"2972",4001
"2973",5349
"2974",6249
"2975",8612
"2976",53827
"2977",79711
"2978",54845
"2979",84942
"2980",55922
"2981",2806
"2982",64901
"2983",84272
"2984",5151
"2985",1809
"2986",8887
"2987",54145
"2988",2533
"2989",3550
"2990",129642
"2991",54
"2992",7812
"2993",11147
"2994",2950
"2995",10519
"2996",4085
"2997",55547
"2998",473
"2999",10512
"3000",55337
"3001",5026
"3002",54587
"3003",79768
"3004",8541
"3005",29083
"3006",284119
"3007",5495
"3008",23259
"3009",55353
"3010",5605
"3011",161
"3012",11264
"3013",10778
"3014",310
"3015",9744
"3016",26499
"3017",23588
"3018",54902
"3019",64216
"3020",64123
"3021",3702
"3022",26005
"3023",54806
"3024",56034
"3025",55364
"3026",11252
"3027",9645
"3028",7150
"3029",7205
"3030",55293
"3031",2958
"3032",2063
"3033",7716
"3034",9939
"3035",9497
"3036",64430
"3037",22846
"3038",7321
"3039",80025
"3040",847
"3041",5211
"3042",26135
"3043",6622
"3044",952
"3045",23536
"3046",64167
"3047",10438
"3048",2999
"3049",23329
"3050",9991
"3051",6259
"3052",7776
"3053",9857
"3054",51637
"3055",23673
"3056",7019
"3057",151011
"3058",28960
"3059",286148
"3060",5226
"3061",10947
"3062",57698
"3063",5604
"3064",9915
"3065",23609
"3066",29946
"3067",8824
"3068",4320
"3069",1875
"3070",10262
"3071",49856
"3072",50999
"3073",440193
"3074",54681
"3075",5976
"3076",84159
"3077",60488
"3078",9191
"3079",26191
"3080",25796
"3081",79627
"3082",1525
"3083",9334
"3084",25940
"3085",10276
"3086",8560
"3087",54942
"3088",221395
"3089",6695
"3090",79893
"3091",9583
"3092",100499177
"3093",5792
"3094",23240
"3095",8504
"3096",7014
"3097",5800
"3098",8871
"3099",79703
"3100",23590
"3101",10456
"3102",55957
"3103",51335
"3104",7799
"3105",7035
"3106",4615
"3107",26128
"3108",54778
"3109",9246
"3110",4061
"3111",23236
"3112",6159
"3113",11157
"3114",11267
"3115",28977
"3116",8233
"3117",1291
"3118",4629
"3119",10663
"3120",29072
"3121",9774
"3122",10576
"3123",4322
"3124",64110
"3125",6373
"3126",637
"3127",4801
"3128",3206
"3129",2730
"3130",1786
"3131",55830
"3132",26750
"3133",79685
"3134",10198
"3135",79068
"3136",10270
"3137",8019
"3138",539
"3139",7384
"3140",64118
"3141",1512
"3142",10059
"3143",10799
"3144",51170
"3145",7107
"3146",10645
"3147",1960
"3148",51322
"3149",10234
"3150",54874
"3151",5912
"3152",9836
"3153",55656
"3154",988
"3155",8502
"3156",10186
"3157",5813
"3158",1337
"3159",55184
"3160",7106
"3161",6625
"3162",27030
"3163",11184
"3164",914
"3165",4710
"3166",4832
"3167",10974
"3168",56947
"3169",10284
"3170",286451
"3171",56128
"3172",7533
"3173",2517
"3174",27102
"3175",10902
"3176",1292
"3177",2791
"3178",23061
"3179",55024
"3180",80762
"3181",5709
"3182",55233
"3183",4481
"3184",57045
"3185",28981
"3186",26747
"3187",5194
"3188",79903
"3189",54014
"3190",23219
"3191",22872
"3192",51081
"3193",22948
"3194",5577
"3195",5733
"3196",79728
"3197",1111
"3198",58488
"3199",8450
"3200",51703
"3201",79882
"3202",6120
"3203",11165
"3204",5719
"3205",23093
"3206",7001
"3207",11078
"3208",23187
"3209",51635
"3210",1193
"3211",5110
"3212",2192
"3213",2934
"3214",3627
"3215",51585
"3216",9443
"3217",5701
"3218",10948
"3219",1022
"3220",9792
"3221",4714
"3222",2359
"3223",54964
"3224",9414
"3225",90411
"3226",54961
"3227",23646
"3228",79135
"3229",54914
"3230",51741
"3231",51406
"3232",8406
"3233",9775
"3234",10771
"3235",7430
"3236",1317
"3237",6596
"3238",3609
"3239",7541
"3240",6696
"3241",55270
"3242",4665
"3243",28755
"3244",81621
"3245",10559
"3246",6203
"3247",51187
"3248",768
"3249",6314
"3250",2273
"3251",316
"3252",51082
"3253",23214
"3254",7130
"3255",64853
"3256",6293
"3257",10652
"3258",9261
"3259",25821
"3260",7637
"3261",11075
"3262",3732
"3263",8891
"3264",29994
"3265",4947
"3266",81570
"3267",28956
"3268",4752
"3269",79659
"3270",8626
"3271",80830
"3272",30845
"3273",2683
"3274",8675
"3275",11200
"3276",8349
"3277",11275
"3278",83941
"3279",29789
"3280",9315
"3281",4137
"3282",26515
"3283",5565
"3284",7802
"3285",2617
"3286",57823
"3287",4869
"3288",1488
"3289",10109
"3290",55661
"3291",5641
"3292",23034
"3293",3918
"3294",51393
"3295",5351
"3296",3320
"3297",51439
"3298",2335
"3299",1891
"3300",357
"3301",51106
"3302",64919
"3303",81558
"3304",8720
"3305",2992
"3306",5825
"3307",23179
"3308",2713
"3309",10810
"3310",472
"3311",2634
"3312",6772
"3313",1894
"3314",25896
"3315",1175
"3316",9056
"3317",2621
"3318",5205
"3319",57125
"3320",25843
"3321",5591
"3322",8453
"3323",7216
"3324",56478
"3325",2995
"3326",1793
"3327",6523
"3328",5438
"3329",100
"3330",51397
"3331",9188
"3332",8334
"3333",5860
"3334",9255
"3335",51292
"3336",5379
"3337",7324
"3338",54809
"3339",11180
"3340",7329
"3341",3957
"3342",501
"3343",55848
"3344",8545
"3345",8443
"3346",3458
"3347",55254
"3348",3315
"3349",55784
"3350",7855
"3351",55786
"3352",10531
"3353",84060
"3354",12
"3355",57214
"3356",728093
"3357",81545
"3358",5831
"3359",65982
"3360",5705
"3361",2155
"3362",6734
"3363",6281
"3364",5433
"3365",56252
"3366",4905
"3367",23484
"3368",4602
"3369",23277
"3370",11284
"3371",3003
"3372",27072
"3373",10199
"3374",10611
"3375",10565
"3376",219654
"3377",3908
"3378",4704
"3379",6278
"3380",6019
"3381",2512
"3382",8604
"3383",10241
"3384",6633
"3385",23137
"3386",5334
"3387",3554
"3388",51142
"3389",84726
"3390",2710
"3391",26002
"3392",23023
"3393",6647
"3394",9709
"3395",51176
"3396",55601
"3397",10302
"3398",2817
"3399",522
"3400",8321
"3401",23710
"3402",55284
"3403",4118
"3404",51626
"3405",10026
"3406",22878
"3407",81609
"3408",1236
"3409",9632
"3410",57134
"3411",54545
"3412",6843
"3413",10994
"3414",23361
"3415",2040
"3416",57003
"3417",55791
"3418",54440
"3419",3959
"3420",22845
"3421",9522
"3422",8634
"3423",23022
"3424",114327
"3425",55213
"3426",6229
"3427",953
"3428",1892
"3429",8228
"3430",8804
"3431",23382
"3432",408
"3433",4221
"3434",29028
"3435",23586
"3436",5997
"3437",10647
"3438",23376
"3439",3217
"3440",395
"3441",5074
"3442",3075
"3443",55647
"3444",1938
"3445",4735
"3446",7840
"3447",8642
"3448",10097
"3449",11214
"3450",81608
"3451",23345
"3452",93974
"3453",9318
"3454",79004
"3455",7779
"3456",56259
"3457",6049
"3458",25976
"3459",9361
"3460",1635
"3461",64397
"3462",22994
"3463",4854
"3464",9450
"3465",5686
"3466",80212
"3467",10480
"3468",5352
"3469",80017
"3470",7067
"3471",51701
"3472",90993
"3473",55731
"3474",7980
"3475",1024
"3476",6603
"3477",10797
"3478",8204
"3479",10240
"3480",7593
"3481",5702
"3482",85236
"3483",1288
"3484",9413
"3485",6882
"3486",8570
"3487",6432
"3488",55344
"3489",9908
"3490",79109
"3491",51027
"3492",9926
"3493",553115
"3494",55379
"3495",23136
"3496",4669
"3497",79701
"3498",11274
"3499",29760
"3500",54566
"3501",80219
"3502",2669
"3503",5428
"3504",7319
"3505",1371
"3506",55684
"3507",27349
"3508",27246
"3509",55695
"3510",80095
"3511",3635
"3512",54855
"3513",3364
"3514",6363
"3515",4698
"3516",7328
"3517",11320
"3518",57380
"3519",10466
"3520",4129
"3521",55737
"3522",5306
"3523",8476
"3524",4711
"3525",8722
"3526",2034
"3527",7177
"3528",5636
"3529",9570
"3530",9049
"3531",2010
"3532",1466
"3533",29100
"3534",3065
"3535",57333
"3536",3932
"3537",25816
"3538",5297
"3539",56892
"3540",26298
"3541",4192
"3542",7453
"3543",3135
"3544",23514
"3545",8396
"3546",79647
"3547",11145
"3548",23554
"3549",3385
"3550",23450
"3551",29074
"3552",29995
"3553",9097
"3554",7311
"3555",5079
"3556",23658
"3557",2580
"3558",348995
"3559",10489
"3560",5962
"3561",100133941
"3562",51647
"3563",102157402
"3564",10558
"3565",25800
"3566",54431
"3567",55023
"3568",79177
"3569",79949
"3570",134
"3571",915
"3572",27339
"3573",79913
"3574",10116
"3575",6670
"3576",51669
"3577",5250
"3578",5176
"3579",79413
"3580",79731
"3581",23362
"3582",10549
"3583",1593
"3584",6280
"3585",51008
"3586",54915
"3587",10733
"3588",399664
"3589",57152
"3590",5531
"3591",4496
"3592",26227
"3593",6095
"3594",4694
"3595",4162
"3596",3835
"3597",57215
"3598",79037
"3599",27324
"3600",5611
"3601",63875
"3602",55856
"3603",79036
"3604",23261
"3605",11096
"3606",313
"3607",1017
"3608",81631
"3609",55717
"3610",25836
"3611",4938
"3612",64431
"3613",55421
"3614",55664
"3615",8724
"3616",10536
"3617",4841
"3618",51282
"3619",4674
"3620",8367
"3621",83443
"3622",5978
"3623",9185
"3624",10989
"3625",4931
"3626",6382
"3627",11253
"3628",79669
"3629",126017
"3630",1992
"3631",6474
"3632",23048
"3633",23424
"3634",4586
"3635",10469
"3636",124583
"3637",10253
"3638",22880
"3639",7132
"3640",80757
"3641",9130
"3642",776
"3643",8317
"3644",10055
"3645",1983
"3646",5160
"3647",2135
"3648",283298
"3649",57402
"3650",1832
"3651",7249
"3652",7296
"3653",54829
"3654",23270
"3655",11321
"3656",6845
"3657",23157
"3658",54916
"3659",81577
"3660",10849
"3661",5279
"3662",7837
"3663",51306
"3664",51816
"3665",22795
"3666",57498
"3667",10906
"3668",53347
"3669",185
"3670",79858
"3671",9887
"3672",285
"3673",55006
"3674",10713
"3675",50507
"3676",8850
"3677",23428
"3678",3423
"3679",445
"3680",10669
"3681",2252
"3682",3597
"3683",9667
"3684",23075
"3685",10594
"3686",57194
"3687",2157
"3688",50509
"3689",6016
"3690",4528
"3691",54205
"3692",11030
"3693",4651
"3694",54469
"3695",3913
"3696",11117
"3697",6143
"3698",5583
"3699",738
"3700",55603
"3701",23198
"3702",114883
"3703",10379
"3704",54664
"3705",5127
"3706",90956
"3707",6118
"3708",87
"3709",79629
"3710",55256
"3711",4736
"3712",7247
"3713",11235
"3714",841
"3715",7268
"3716",291
"3717",50488
"3718",22920
"3719",8208
"3720",114876
"3721",1719
"3722",63917
"3723",23383
"3724",51318
"3725",6050
"3726",56888
"3727",55754
"3728",55832
"3729",201562
"3730",9455
"3731",2770
"3732",9929
"3733",8407
"3734",55625
"3735",7266
"3736",81691
"3737",10312
"3738",29929
"3739",29984
"3740",8082
"3741",3664
"3742",23194
"3743",5612
"3744",6404
"3745",9104
"3746",91298
"3747",4105
"3748",6375
"3749",4939
"3750",5588
"3751",6119
"3752",9518
"3753",4494
"3754",678
"3755",10217
"3756",307
"3757",11020
"3758",8270
"3759",6738
"3760",11198
"3761",9662
"3762",81892
"3763",5699
"3764",26233
"3765",55008
"3766",28232
"3767",6659
"3768",824
"3769",10439
"3770",112464
"3771",55501
"3772",900
"3773",54708
"3774",55705
"3775",1305
"3776",4077
"3777",7421
"3778",36
"3779",5905
"3780",1434
"3781",23623
"3782",51650
"3783",51144
"3784",8289
"3785",8836
"3786",1643
"3787",5291
"3788",9663
"3789",140885
"3790",9870
"3791",2971
"3792",1734
"3793",22800
"3794",79868
"3795",3120
"3796",10587
"3797",2923
"3798",348
"3799",3980
"3800",10874
"3801",378
"3802",51582
"3803",7696
"3804",6386
"3805",51367
"3806",3735
"3807",3836
"3808",9411
"3809",3146
"3810",5889
"3811",1604
"3812",4792
"3813",23549
"3814",4717
"3815",9295
"3816",63940
"3817",837
"3818",55010
"3819",54839
"3820",9013
"3821",2878
"3822",51805
"3823",6526
"3824",51134
"3825",54868
"3826",79145
"3827",23596
"3828",9768
"3829",6856
"3830",339287
"3831",3560
"3832",22992
"3833",51299
"3834",8930
"3835",5833
"3836",23086
"3837",5621
"3838",55604
"3839",7003
"3840",55142
"3841",29927
"3842",26275
"3843",3551
"3844",4723
"3845",1301
"3846",66036
"3847",51700
"3848",7405
"3849",80150
"3850",4638
"3851",23451
"3852",1777
"3853",51019
"3854",8402
"3855",604
"3856",80235
"3857",26046
"3858",60313
"3859",83481
"3860",54407
"3861",7251
"3862",51660
"3863",253959
"3864",27183
"3865",11080
"3866",5507
"3867",331
"3868",790
"3869",10610
"3870",55847
"3871",7443
"3872",60436
"3873",8379
"3874",80301
"3875",9771
"3876",29071
"3877",51290
"3878",55022
"3879",55781
"3880",10301
"3881",80023
"3882",64760
"3883",64285
"3884",9401
"3885",9048
"3886",1994
"3887",27069
"3888",3229
"3889",6135
"3890",5783
"3891",26519
"3892",8615
"3893",51466
"3894",2167
"3895",219595
"3896",5654
"3897",1130
"3898",4199
"3899",1537
"3900",79042
"3901",917
"3902",3105
"3903",54995
"3904",51227
"3905",9254
"3906",10381
"3907",10195
"3908",60560
"3909",79712
"3910",55888
"3911",4140
"3912",54512
"3913",7138
"3914",55216
"3915",29968
"3916",5218
"3917",7337
"3918",9978
"3919",4604
"3920",8439
"3921",22909
"3922",8065
"3923",50863
"3924",23411
"3925",4860
"3926",760
"3927",8036
"3928",221154
"3929",476
"3930",6996
"3931",29079
"3932",25802
"3933",9993
"3934",10206
"3935",3708
"3936",7832
"3937",6781
"3938",572
"3939",892
"3940",6038
"3941",2588
"3942",65996
"3943",23327
"3944",10398
"3945",29093
"3946",79161
"3947",1476
"3948",23532
"3949",2028
"3950",10988
"3951",6279
"3952",51218
"3953",7374
"3954",2746
"3955",25844
"3956",51030
"3957",4605
"3958",23177
"3959",1105
"3960",4642
"3961",3024
"3962",6932
"3963",28996
"3964",55015
"3965",64976
"3966",55622
"3967",91746
"3968",302
"3969",6565
"3970",6152
"3971",22827
"3972",54838
"3973",10914
"3974",54531
"3975",10513
"3976",10254
"3977",55630
"3978",2355
"3979",54802
"3980",91137
"3981",3764
"3982",3948
"3983",8773
"3984",2009
"3985",90806
"3986",3433
"3987",10154
"3988",10979
"3989",79888
"3990",79770
"3991",51759
"3992",80345
"3993",23015
"3994",27095
"3995",29901
"3996",151
"3997",23178
"3998",23387
"3999",54821
"4000",55281
"4001",4772
"4002",54433
"4003",23353
"4004",10395
"4005",7746
"4006",5635
"4007",79884
"4008",51071
"4009",55080
"4010",4363
"4011",10983
"4012",5269
"4013",9801
"4014",10412
"4015",10714
"4016",54680
"4017",9043
"4018",4701
"4019",57148
"4020",7095
"4021",1284
"4022",101410538
"4023",5756
"4024",509
"4025",358
"4026",6775
"4027",667
"4028",51160
"4029",624
"4030",800
"4031",27090
"4032",23367
"4033",717
"4034",5315
"4035",84898
"4036",2004
"4037",1499
"4038",4666
"4039",684
"4040",10577
"4041",29123
"4042",23526
"4043",9034
"4044",10158
"4045",11215
"4046",84823
"4047",64924
"4048",481
"4049",3714
"4050",54811
"4051",9780
"4052",23155
"4053",55790
"4054",4312
"4055",56943
"4056",1687
"4057",10042
"4058",3916
"4059",11152
"4060",3099
"4061",2232
"4062",57817
"4063",54900
"4064",9749
"4065",54952
"4066",65997
"4067",3184
"4068",5720
"4069",23245
"4070",6726
"4071",26472
"4072",9690
"4073",114049
"4074",8772
"4075",10410
"4076",8518
"4077",6876
"4078",64785
"4079",6935
"4080",89845
"4081",7112
"4082",10765
"4083",8161
"4084",78988
"4085",54107
"4086",4437
"4087",81542
"4088",3397
"4089",4501
"4090",51427
"4091",51092
"4092",22907
"4093",1069
"4094",9638
"4095",2186
"4096",79665
"4097",51079
"4098",55074
"4099",2581
"4100",55215
"4101",4026
"4102",6873
"4103",3840
"4104",3673
"4105",6917
"4106",8613
"4107",727897
"4108",8896
"4109",145389
"4110",5793
"4111",23621
"4112",3671
"4113",5954
"4114",8897
"4115",1387
"4116",925
"4117",3336
"4118",7260
"4119",23635
"4120",1360
"4121",1366
"4122",8840
"4123",51116
"4124",2952
"4125",5884
"4126",11177
"4127",8537
"4128",4233
"4129",23381
"4130",29108
"4131",8721
"4132",1278
"4133",10903
"4134",3842
"4135",5510
"4136",7022
"4137",6717
"4138",64065
"4139",10467
"4140",8678
"4141",256987
"4142",10294
"4143",53918
"4144",51663
"4145",5710
"4146",51566
"4147",3091
"4148",1471
"4149",3487
"4150",1999
"4151",5504
"4152",3566
"4153",10128
"4154",8544
"4155",220594
"4156",580
"4157",10248
"4158",939
"4159",1911
